12454,Mod <depending_mod> creates circular dependency cylce with <other_mods>.,Mod <depending_mod> creates circular dependency cylce with <other_mods>.,Mod <depending_mod> tworzy zamkniętą pętlę zależności z <other_mods>.
12455,Cannot load <depending_mod> because dependency mod <dependency> is not active.,Cannot load <depending_mod> because dependency mod <dependency> is not active.,"Nie można wczytać <depending_mod>, ponieważ mod zależności <dependency> jest nieaktywny."
12456,Cannot load <depending_mod> because dependency mod <dependency> is not compatible.,Cannot load <depending_mod> because dependency mod <dependency> is not compatible.,"Nie można wczytać <depending_mod>, ponieważ mod zależności <dependency> jest niekompatybilny."
12457,Cannot load <depending_mod> because dependency mod <title> is not found.,Cannot load <depending_mod> because dependency mod <title> is not found.,"Nie można wczytać <depending_mod>, ponieważ nie znaleziono moda zależności <title>."
12458,Loading mod items...,Loading mod items...,Wczytywanie elementów moda...
1000036,Error loading <u(file)>: <u(err)>,Error loading <u(file)>: <u(err)>,Błąd wczytywania <u(file)>: <u(err)>
1000720,Outdated mod <ModLabel> cannot be loaded. (Unsupported game version),Outdated mod <ModLabel> cannot be loaded. (Unsupported game version),Nieaktualny mod <ModLabel> nie może zostać wczytany. (Nieobsługiwana wersja gry)
1000721,Outdated Mods,Outdated Mods,Nieaktualne mody
1000722,Certain mods are disabled because they are not supported by the current version of the game.,Certain mods are disabled because they are not supported by the current version of the game.,Część modów została wyłączona ponieważ nie są obsługiwane przez bieżącą wersję gry.
1000038,Comment,Comment,Komentarz
1000724,<u(name)>,<u(name)>,<u(name)>
1000733,<color 128 128 128><u(EditorName)></color> <Description> <color 0 0 255><u(comment)></color>,<color 128 128 128><u(EditorName)></color> <Description> <color 0 0 255><u(comment)></color>,<color 128 128 128><u(EditorName)></color> <Description> <color 0 0 255><u(comment)></color>
1000863,Please enter a valid identifier,Please enter a valid identifier,Proszę wprowadzić poprawny identyfikator
1000865,"Option <name> = <DefaultValue> <color 0 128 0><opt(u(comment),' ','')>","Option <name> = <DefaultValue> <color 0 128 0><opt(u(comment),' ','')>","Opcja <name> = <DefaultValue> <color 0 128 0><opt(u(comment),' ','')>"
1000866,"Option <name> = <u(v)> <color 0 128 0><opt(u(comment),' ','')>","Option <name> = <u(v)> <color 0 128 0><opt(u(comment),' ','')>","Opcja <name> = <u(v)> <color 0 128 0><opt(u(comment),' ','')>"
12360,Mod,Mod,Mod
12354,Major Version,Major Version,Większa wersja
12355,Minor Version,Minor Version,Mniejsza wersja
12459,"The following mods will not be loaded because of missing or incompatible dependencies:

<skipped>","The following mods will not be loaded because of missing or incompatible dependencies:

<skipped>",
1000040,Please enter a valid name,Please enter a valid name,Proszę wprowadzić poprawną nazwę
1000041,A code item with that name already exists,A code item with that name already exists,Obiekt o takiej nazwie już istnieje
1000042,File name,File name,Nazwa pliku
1000043,Preview,Preview,Podgląd
1000044,Error creating <file_name>,Error creating <file_name>,Błąd przy próbie utworzenia <file_name>
1000594,Error,Error,Błąd
1000045,Information,Information,Informacja
1000046,Your code has been loaded and is currently active in the game.,Your code has been loaded and is currently active in the game.,Twój kod został wczytany i jest aktywny w grze.
1000729,Copy from group,Copy from group,Kopiuj z grupy
1000047,Copy from,Copy from,Kopiuj z
1000730,<u(id)>,<u(id)>,<u(id)>
1000050,Invalid entity filename,Invalid entity filename,Niepoprawna nazwa pliku obiektu
1000051,Failed to create path <u(entity_root)>,Failed to create path <u(entity_root)>,Tworzenie ścieżki <u(entity_root)> nie powiodło się
1000052,Importing entity <u(entity_name)>,Importing entity <u(entity_name)>,Importowanie obiektu <u(entity_name)>
1000053,Failed to copy entity <u(entity_name)> to <u(dest_path)>,Failed to copy entity <u(entity_name)> to <u(dest_path)>,Kopiowanie obiektu <u(entity_name)> do <u(dest_path)> nie powiodło się
1000054,Failed to open entity file <u(dest_path)>,Failed to open entity file <u(dest_path)>,Otworzenie pliku obiektu <u(dest_path)> nie powiodło się
1000056,Failed to copy <u(src)> to <dest>,Failed to copy <u(src)> to <dest>,Kopiowanie <u(src)> do <dest> nie powiodło się
1000057,Importing <asset_type> <u(asset)>,Importing <asset_type> <u(asset)>,Importowanie <asset_type> <u(asset)>
1000058,Missing file <u(src)> referenced in entity,Missing file <u(src)> referenced in entity,"Brak pliku <u(src)>, do którego odnosi się obiekt"
1000059,mesh,mesh,siatka
1000060,animation,animation,animacja
1000061,material,material,materiał
1000062,texture,texture,tekstura
1000055,Failed to create path <u(dest_path)>,Failed to create path <u(dest_path)>,Tworzenie ścieżki <u(dest_path)> nie powiodło się
1000063,Failed to generate backup for <u(asset)>,Failed to generate backup for <u(asset)>,Próba wygenerowania powrotu dla <u(asset)> nie powiodła się
1000064,Mod: <ModLabel> Entity: Failed to load <u(entity)>,Mod: <ModLabel> Entity: Failed to load <u(entity)>,Mod <ModLabel>. Wczytywanie obiektu <u(entity)> nie powiodło się
12064,Failed creating entity file: <u(err)>.,Failed creating entity file: <u(err)>.,Błąd tworzenia pliku obiektu (<u(err)>).
12067,Failed copying UI icon: <u(err)>.,Failed copying UI icon: <u(err)>.,Błąd kopiowania ikony interfejsu (<u(err)>).
12061,Failed importing decal,Failed importing decal,Błąd importowania dekoracji.
12068,Failed creating material file: <u(err)>.,Failed creating material file: <u(err)>.,Błąd tworzenia pliku materiału (<u(err)>).
12069,Decal imported successfully!,Decal imported successfully!,Dekoracja zaimportowana!
1000065,Failed to open entity file <u(filename)>,Failed to open entity file <u(filename)>,Otworzenie pliku obiektu <u(filename)> nie powiodło się
1000020,ID,ID,Id
1000098,Default value,Default value,Domyślna wartość
1000101,Modified value,Modified value,Zmieniona wartość
1000103,Filename,Filename,Nazwa pliku
1000731,<u(language)>,<u(language)>,<u(language)>
1000068,Image,Image,Obraz
1000876,Failed importing texture,Failed importing texture,Błąd importowania tekstury.
12062,"The import failed because the image width and height are wrong. Image must be a square and pixel width and height must be power of two (e.g. 1024, 2048, 4096, etc.).","The import failed because the image width and height are wrong. Image must be a square and pixel width and height must be power of two (e.g. 1024, 2048, 4096, etc.).","Import nie powiódł się, ponieważ obraz ma niewłaściwą szerokość i wysokość. Obraz musi być kwadratowy, a jego szerokość i wysokość wyrażona w pikselach musi być potęgą dwójki (np. 1024, 2048, 4096 itd.)."
1000877,Failed importing texture,Failed importing texture,Błąd importowania tekstury.
1000878,Failed importing texture,Failed importing texture,Błąd importowania tekstury.
12063,Failed creating <u(dir)> directory: <u(err)>.,Failed creating <u(dir)> directory: <u(err)>.,Błąd tworzenia katalogu <u(dir)> (<u(err)>).
1000879,Failed importing texture,Failed importing texture,Błąd importowania tekstury.
12065,Failed creating compressed image: <u(err)>.,Failed creating compressed image: <u(err)>.,Błąd tworzenia obrazu skompresowanego (<u(err)>).
1000880,Failed importing texture,Failed importing texture,Błąd importowania tekstury.
12066,Failed creating fallback image: <u(err)>.,Failed creating fallback image: <u(err)>.,Błąd tworzenia pliku powrotnego (<u(err)>).
1000881,Failed importing texture,Failed importing texture,Błąd importowania tekstury.
1000882,Texture imported successfully!,Texture imported successfully!,Tekstura zaimportowana!
1000776,"<EditorColor><id>   <color 30 30 240><type><color 128 128 128><opt(u(save_in), ' - ', '')>","<EditorColor><id>   <color 30 30 240><type><color 128 128 128><opt(u(save_in), ' - ', '')>","<EditorColor><id>   <color 30 30 240><type><color 128 128 128><opt(u(save_in), ' - ', '')>"
1000777,<GedColor> <file> <color 40 160 40><frequency> <SampleInformation>,<GedColor> <file> <color 40 160 40><frequency> <SampleInformation>,<GedColor> <file> <color 40 160 40><frequency> <SampleInformation>
1000775,<GetId>  <color 140 140 140><menu_group>,<GetId>  <color 140 140 140><menu_group>,<GetId>  <color 140 140 140><menu_group>
1000208,Critical Error,Critical Error,Błąd krytyczny
1000209,Unspecified error occurred (code %s1). The game will now close.,Unspecified error occurred (code %s1). The game will now close.,Wystąpił niesprecyzowany błąd (kod: %1). Gra zostanie zamknięta.
1000210,You need a supported DX11-compatible video card with updated drivers to play this game.,You need a supported DX11-compatible video card with updated drivers to play this game.,Do uruchomienia tej gry wymagana jest karta graficzna zgodna z DirectX 11 oraz najnowsze sterowniki graficzne.
1000211,Failed to initialize video mode.,Failed to initialize video mode.,Próba uruchomienia trybu graficznego nie powiodła się.
1000114,Error,Error,Błąd
1000115,You need DirectX 11/12 and a DirectX 11/12-compatible graphics card to run this game.,You need DirectX 11/12 and a DirectX 11/12-compatible graphics card to run this game.,Do uruchomienia tej gry wymagany jest DirectX 11/12 i zgodna z nim karta graficzna.
1000116,You need an OpenGL 4.1-capable graphics card to run this game.,You need an OpenGL 4.1-capable graphics card to run this game.,Do uruchomienia tej gry wymagana jest karta graficzna zgodna z OpenGL 4.1.
1000117,You need an OpenGL 4.5-capable graphics card to run this game.,You need an OpenGL 4.5-capable graphics card to run this game.,Do uruchomienia tej gry wymagana jest karta graficzna zgodna z OpenGL 4.5.
1000118,Failed to initialize graphics subsystem.,Failed to initialize graphics subsystem.,Próba uruchomienia podsystemu graficznego nie powiodła się.
1000598,Error,Error,Błąd
1000597,"An error has occurred: ""<err>/<context>""","An error has occurred: ""<err>/<context>""",Wystąpił błąd: „<err>/<context>”
1000835,Some downloadable content requires a game update in order to work.,Some downloadable content requires a game update in order to work.,Zawartość do pobrania do działania wymaga zaktualizowania gry.
1000836,Failed to save your settings,Failed to save your settings,Nie udało się zapisać ustawień.
1000837,"There is not enough storage space. To save your settings, delete old save data.","There is not enough storage space. To save your settings, delete old save data.","Za mało miejsca na nośniku pamięci. Aby zapisać ustawienia, skasuj stare dane."
1000838,Failed to load your settings.,Failed to load your settings.,Nie udało się wczytać ustawień.
1000839,Failed to load game settings. The saved data is corrupted. This saved data will be deleted and new saved data will be created.,Failed to load game settings. The saved data is corrupted. This saved data will be deleted and new saved data will be created.,Błąd wczytywania ustawień gry. Zapisane dane są uszkodzone. Zostaną teraz zastąpione nowo utworzonymi danymi.
1000840,Unidentified error while saving <savename>!<newline>Error code: <error_code>,Unidentified error while saving <savename>!<newline>Error code: <error_code>,Niezidentyfikowany błąd podczas zapisywania <savename>!<newline>Kod błędu: <error_code>
1000841,"There is not enough storage space. To save your progress, delete old save data.","There is not enough storage space. To save your progress, delete old save data.","Za mało miejsca na nośniku pamięci. Aby zapisać grę, skasuj stare dane."
1000842,"The save data limit for this game was reached. To save your progress, delete old save data.","The save data limit for this game was reached. To save your progress, delete old save data.","Osiągnięto limit danych zapisu dla tej rozgrywki. Aby zapisać grę, skasuj stare dane."
1000843,Could not load <name>.,Could not load <name>.,<name> - wczytanie niemożliwe.
11725,Could not load <name>.<newline>The savegame is corrupted.,Could not load <name>.<newline>The savegame is corrupted.,<name> - wczytanie niemożliwe.<newline>Plik zapisu gry jest uszkodzony.
11726,Unable to delete <name>,Unable to delete <name>,<name> - usunięcie niemożliwe
1000212,<arg1>:<arg2>:<arg3>,<arg1>:<arg2>:<arg3>,<arg1>:<arg2>:<arg3>
1000213,<arg1>:<arg2>,<arg1>:<arg2>,<arg1>:<arg2>
1000685,",",",",<nbsp>
1000686,Brazilian Portuguese,Língua Portuguesa,portugalski br.
1000687,Bulgarian,Bulgarian,bułgarski
1000688,Czech,Czech,czeski
1000689,Danish,Danish,duński
1000690,Dutch,Dutch,niderlandzki
1000691,English,Беларуская,angielski
1000692,Finnish,Finnish,fiński
1000693,French,Français,francuski
1000694,German,Deutsch,niemiecki
1000695,Hungarian,Hungarian,węgierski
1000696,Italian,Italian,włoski
1000697,Japanese,日本語,japoński
1000698,Korean,Korean,koreański
1000699,Norwegian,Norwegian,norweski
1000700,Polish,Polska,polski
1000701,Portuguese,Portuguese,portugalski
1000702,Romanian,Romanian,rumuński
1000703,Russian,Русский,rosyjski
1000704,Chinese (Simplified),简化字,chiński (uproszczony)
1000705,Spanish,Español,hiszpański
1000706,Swedish,Swedish,szwedzki
1000707,Chinese (Traditional),Chinese (Traditional),chiński (tradycyjny)
1000708,Thai,Thai,tajski
1000709,Turkish,Турэцкая,turecki
1000710,Auto,Аўта,Automat.
3548,Borderless,Бязрамачны,Bez ramki
3549,Exclusive,Поўны,Ekskluzywny
3547,Windowed,Аконны,W oknie
3550,Fullscreen,Поуны экран,Pełny ekran
1000119,<FormatResolution(pt)>,<FormatResolution(pt)>,<FormatResolution(pt)>
1000121,Default,Па змаўчаньні,Domyślne
9718,Unlimited,Неабмежаваны,Bez ograniczeń
12364,Off,Выкл.,Wył.
12365,Low,Ніз.,Niski
12366,High,Высокі,Wysoki
12367,Ultra,Ульт.,Ultra
6846,Off,Выкл.,Wył.
6848,Off,Выкл.,Wył.
6849,On,Укл.,Wł.
6850,Off,Выкл.,Wył.
3558,FPS,FPS,FPS
3559,ms,мс,ms
3552,70,70,70
3553,85,85,85
3554,100,100,100
7376,High,Высокі,Wysoki
7377,High,Высокі,Wysoki
7378,High,Высокі,Wysoki
7379,High,Высокі,Wysoki
7380,High,Высокі,Wysoki
3555,FXAA,FXAA,FXAA
6845,Off,Выкл.,Wył.
3556,2x,2x,2x
7969,4x,4x,4x
7970,8x,8x,8x
8079,16x,16x,16x
7381,High,Высокі,Wysoki
7382,High,Высокі,Wysoki
1000122,Display,Дысплей,Wyświetlanie
1000123,DISPLAY,ДЫСПЛЕЙ,WYŚWIETLANIE
1000125,VIDEO,ВІДЭА,OBRAZ
1000126,Audio,Аўдыё,Dźwięk
1000127,AUDIO,АЎДЫЁ,DŹWIĘK
1000128,Controls,Уклад,Sterowanie
1000129,CONTROLS,УКЛАД,STEROWANIE
1000131,GAMEPLAY,ГЭЙМПЛЭЙ,ROZGRYWKA
1000132,Key Bindings,Прывязкі клавіш,Przypisanie klawiszy
1000133,KEY BINDINGS,ПРЫВЯЗКІ КЛАВІШ,PRZYPISANIE KLAWISZY
1000867,Mod Options,Наладкі модаў,Opcje moda
1000868,MOD OPTIONS,НАЛАДКІ МОДАЎ,OPCJE MODA
1000931,DLCS (DEV),DLCS (DEV),DLCS (DEV)
1000933,DLCs (dev),DLCs (dev),DLCs (dev)
1000134,Change Profile,Change Profile,Zmień profil
1000135,CHANGE PROFILE,CHANGE PROFILE,ZMIEŃ PROFIL
986819749094,"""Activate StoryBit <Id>""","""Activate StoryBit <Id>""",„Activate StoryBit <Id>”
636621895399,"<id><color 128 128 128><opt(u(short),' ','')><color 0 128 0><opt(u(owner),' - ','')>","<id><color 128 128 128><opt(u(short),' ','')><color 0 128 0><opt(u(owner),' - ','')>","<id><color 128 128 128><opt(u(short),' ','')><color 0 128 0><opt(u(owner),' - ','')>"
222956070647,<id> - <name>,<id> - <name>,<id> - <name>
396476973183,"<id><color 0 128 0><opt(u(Comment),' - ','')>","<id><color 0 128 0><opt(u(Comment),' - ','')>","<id><color 0 128 0><opt(u(Comment),' - ','')>"
1000883,"droid, 12, aa","droid, 12, aa","droid, 12, aa"
11873,Your attention is required!,Патрабуецца ваша ўвага!,Potrzebna interwencja!
311539924249,"<ChooseColor><id><color 0 128 0><if(not_eq(Trigger,'StoryBitTick'))> (<Trigger>)</if><opt(u(Comment),' ','')><color 128 128 128><opt(u(save_in),' - ','')>","<ChooseColor><id><color 0 128 0><if(not_eq(Trigger,'StoryBitTick'))> (<Trigger>)</if><opt(u(Comment),' ','')><color 128 128 128><opt(u(save_in),' - ','')>","<ChooseColor><id><color 0 128 0><if(not_eq(Trigger,'StoryBitTick'))> (<Trigger>)</if><opt(u(Comment),' ','')><color 128 128 128><opt(u(save_in),' - ','')>"
11874,Param <Name> = <Value>,Param <Name> = <Value>,Param <Name> = <Value>
11875,Param <Name> = <Value>%,Param <Name> = <Value>%,Param <Name> = <Value>%
1000884,"SchemeBk, 19, bold, aa","SchemeBk, 19, bold, aa","SchemeBk, 19, bold, aa"
743775631440,"droid, 18, bold, aa","droid, 18, bold, aa","droid, 18, pogrubienie, aa"
123383656045,"droid, 13, bold,  aa","droid, 13, bold,  aa","droid, 13, pogrubienie, aa"
1000391,"droid, 18, aa","droid, 18, aa","droid, 18, aa"
1000829,"droid, 13, aa","droid, 13, aa","droid, 13, aa"
1000384,"droid, 13, bold, aa","droid, 13, bold, aa","droid, 13, bold, aa"
553398311340,"droid, 10, aa","droid, 10, aa","droid, 10, aa"
1000674,"SchemeBk, 13, aa","SchemeBk, 13, aa","SchemeBk, 13, aa"
12368,"droid, 13, bold, aa","droid, 13, bold, aa","droid, 13, bold, aa"
997,"SchemeBk, 15, aa","SchemeBk, 15, aa","SchemeBk, 15, aa"
1000672,"SchemeBk, 21, bold, aa","SchemeBk, 21, bold, aa","SchemeBk, 21, bold, aa"
1000929,"SchemeBk, 19, bold, aa","SchemeBk, 19, bold, aa","SchemeBk, 19, bold, aa"
664645814484,"droid, 32, bold, aa","droid, 32, bold, aa","droid, 32, pogrubienie, aa"
1000822,"Source Sans Pro, 24, bold, aa","Source Sans Pro, 24, bold, aa","Source Sans Pro, 24, pogrubienie, aa"
503373827279,"Source Sans Pro, 16, bold, aa","Source Sans Pro, 16, bold, aa","Source Sans Pro, 16, pogrubienie, aa"
1000387,"droid, 16, aa","droid, 16, aa","droid, 16, aa"
1000374,"Mikadan Custom, 22, aa","Mikadan Custom, 22, aa","Mikadan Custom, 22, aa"
1000786,"LibelSuitRg, 22","LibelSuitRg, 22","LibelSuitRg, 22"
816963080858,"LibelSuitRg, 30, aa","LibelSuitRg, 30, aa","LibelSuitRg, 30, aa"
1000403,"LibelSuitRg, 20, bold","LibelSuitRg, 20, bold","LibelSuitRg, 20, bold"
1000934,Cargo weight modifier percent for advanced resources,Cargo weight modifier percent for advanced resources,Modyfikator wagi ładunku dla zasobów zaawansowanych
1000935,Cargo weight modifier percent for basic resources,Cargo weight modifier percent for basic resources,Modyfikator wagi ładunku dla zasobów podstawowych
1000936,Cargo weight modifier percent for other resources,Cargo weight modifier percent for other resources,Modyfikator wagi ładunku dla innych zasobów
1000937,Cargo weight modifier percent for drones and RC,Cargo weight modifier percent for drones and RC,Modyfikator wagi ładunku dla dronów i łazików
1000217,Checking for downloadable content... Please wait.,Checking for downloadable content... Please wait.,Sprawdzanie zawartości do pobrania... Proszę czekać.
1000218,A downloadable content file appears to be damaged and cannot be loaded. Please delete it from the Memory section of the Dashboard and download it again.,A downloadable content file appears to be damaged and cannot be loaded. Please delete it from the Memory section of the Dashboard and download it again.,"Wszystko wskazuje na to, że plik zawartości do pobrania jest uszkodzony i nie może zostać wczytany. Proszę usunąć ten plik w sekcji pamięci panelu sterowania, a następnie pobrać go na nowo."
1000610,You are signed in as a guest. You will be unable to save any game content until you sign in to a non-guest profile.,You are signed in as a guest. You will be unable to save any game content until you sign in to a non-guest profile.,"Zalogowano się jako gość. Nie będziesz w stanie zapisywać zawartości gry do chwili, aż zalogujesz użytkownika."
1000611,Disconnected from multiplayer,Disconnected from multiplayer,Rozłączenie gry wieloosobowej
1000612,You have been removed from multiplayer because the game was suspended.,You have been removed from multiplayer because the game was suspended.,"Usunięto cię z rozgrywki wieloosobowej, ponieważ została zawieszona."
1000613,New downloadable content has been installed and will be available after you return to the main menu.,New downloadable content has been installed and will be available after you return to the main menu.,Zainstalowano nową zawartość do pobrania. Uzyskasz do niej dostęp po wyjściu do menu głównego.
1000624,This account has restricted access to multiplayer.,This account has restricted access to multiplayer.,To konto ma ograniczony dostęp do rozgrywki wieloosobowej.
1000625,This account has been banned from Xbox Live.,This account has been banned from Xbox Live.,To konto Xbox Live zostało zablokowane.
1000626,An Xbox Live Gold Membership is required to access this feature.,An Xbox Live Gold Membership is required to access this feature.,"Aby uzyskać dostęp do tej funkcji, musisz posiadać konto Xbox Live Gold."
1000614,<gamer>’s controller has been disconnected. Please reconnect it in order to continue your game or press any button on the user’s new controller.,<gamer>’s controller has been disconnected. Please reconnect it in order to continue your game or press any button on the user’s new controller.,"Aktywny kontroler używany przez gracza <gamer> został odłączony. Proszę ponownie podłączyć ten kontroler, by kontynuować grę, lub wcisnąć dowolny przycisk na nowym kontrolerze związanym z aktywnym użytkownikiem."
1000627,The active controller was disconnected. Please reconnect a controller which is not signed in to a profile in order to continue your game.,The active controller was disconnected. Please reconnect a controller which is not signed in to a profile in order to continue your game.,"Aktywny kontroler został odłączony. Proszę ponownie podłączyć kontroler, który nie jest przypisany do użytkownika, aby kontynuować grę."
1000628,Controller disconnected,Controller disconnected,Kontroler odłączony
1000629,Continue,Continue,Kontynuuj
1000630,Controller disconnected,Controller disconnected,Kontroler odłączony
1000631,Continue,Continue,Kontynuuj
1000844,"<ChooseColor><class></color> ""<name>""<InheritedFromText>","<ChooseColor><class></color> ""<name>""<InheritedFromText>",<ChooseColor><class></color> „<name>”<InheritedFromText>
